Z1,Z2,bde_TS,bde_GS,bde_TT,bde_SS
14,14,0.16129121200009666,0.11146018600005153,0.11921301500001545,0.11146018600005153
14,15,0.1593749220000284,0.1344594090000727,0.11178672600002998,0.19017272999997087
14,16,0.207311531000099,0.1823960180001433,0.13869460300012468,0.2485482630000904
15,15,0.13705021400007827,0.13705021400007827,0.060145473000103165,0.2484768560000083
15,16,0.15596496900009305,0.15596496900009305,0.12085388100007305,0.2778305349999383
16,16,0.134969396000078,0.17131741199997855,0.17131741199997855,0.26727388599997226
