Z1,Z2,bde_TS,bde_GS,bde_TT,bde_SS
6,6,0.2865625793999942,0.2865625793999942,0.15487318369999747,0.33787811220000086
6,7,0.2613360195999966,0.2613360195999966,0.1290325723999855,0.37316816970001254
6,8,0.29020443429998494,0.29020443429998494,0.18127845229998701,0.42302896839998544
7,7,0.20703413060000853,0.20703413060000853,0.13865364860000778,0.37938289800000025
7,8,0.1941450661999892,0.1941450661999892,0.17575602820001074,0.3874862175999822
8,8,0.1389507428000022,0.19916766380001683,0.19916766380001683,0.35328427819999647
