Z1,Z2,bde_TS,bde_GS,bde_TT,bde_SS
32,32,0.15039417000029742,0.08029255000056833,0.12180588999932115,0.08029255000056833
32,33,0.1387564999993348,0.10370568999973763,0.09943149000021874,0.1557954499997681
32,34,0.1683441500002852,0.13329334000015325,0.11874729000050228,0.1929199499998294
33,33,0.11130028000009287,0.11130028000009287,0.07372619000028603,0.21547980000015382
33,34,0.12229413000051895,0.12229413000051895,0.09571377000020607,0.23401050000022558
34,34,0.10519401000089844,0.13790378000063916,0.13790378000063916,0.22444723000025077
